Índice de precios al consumidor (IPC)
Niveles y variaciones, (Diciembre 2020=100)


Fecha;IPC, nivel;IPC, variación mensual (%);IPC, variación interanual (%);IPC, variación acumulada (%)
2018-01-31;96.07818835;0.40647040;2.40782518;0.40647041
2018-02-28;96.28066430;0.21074081;2.21248815;0.61806781
2018-03-31;96.25052843;-0.03130002;2.61296769;0.58657434
2018-04-30;96.17454173;-0.07894679;2.37543020;0.50716447
2018-05-31;96.06746497;-0.11133587;2.03590312;0.39526394
2018-06-30;96.23791820;0.17743076;2.13413161;0.57339603
2018-07-31;96.50343843;0.27589981;2.08434018;0.85087783
2018-08-31;96.43975477;-0.06599108;2.24033618;0.78432524
2018-09-30;96.65306891;0.22118901;2.21175285;1.00724909
2018-10-31;97.01424123;0.37367910;2.02690041;1.38469207
2018-11-30;97.42364332;0.42200205;2.29241305;1.81253756
2018-12-31;97.62911165;0.21090192;2.02726215;2.02726216
2019-01-31;97.67921187;0.05131689;1.66637563;0.05131688
2019-02-28;97.75903179;0.08171638;1.53547704;0.13307520
2019-03-31;97.61741802;-0.14486004;1.42013723;-0.01197761
2019-04-30;98.16542430;0.56138166;2.07007232;0.54933680
2019-05-31;98.29805549;0.13510988;2.32190005;0.68518890
2019-06-30;98.56819519;0.27481693;2.42137095;0.96188884
2019-07-31;99.29164281;0.73395644;2.88922802;1.70290514
2019-08-31;99.19389058;-0.09844960;2.85580964;1.60277903
2019-09-30;99.09749405;-0.09717991;2.52907142;1.50404154
2019-10-31;99.02479793;-0.07335818;2.07243460;1.42958003
2019-11-30;99.23168932;0.20892887;1.85585956;1.64149570
2019-12-31;99.11544567;-0.11714368;1.52242911;1.52242911
2020-01-31;99.22524360;0.11077782;1.58276434;0.11077782
2020-02-29;99.50899301;0.28596494;1.79007626;0.39705954
2020-03-31;99.47891246;-0.03022898;1.90692858;0.36671055
2020-04-30;99.04023787;-0.44097244;0.89116262;-0.07587899
2020-05-31;98.89644570;-0.14518561;0.60875081;-0.22095443
2020-06-30;98.87534831;-0.02133281;0.31161484;-0.24224011
2020-07-31;99.12769234;0.25521430;-0.16512011;0.01235596
2020-08-31;99.12368658;-0.00404101;-0.07077452;0.00831445
2020-09-30;99.39375881;0.27245983;0.29896292;0.28079694
2020-10-31;99.47284192;0.07956547;0.45245635;0.36058582
2020-11-30;99.47432356;0.00148949;0.24451286;0.36208069
2020-12-31;100.00000000;0.52845440;0.89244852;0.89244852
2021-01-31;100.17693626;0.17693626;0.95912353;0.17693626
2021-02-28;99.92124453;-0.25524012;0.41428569;-0.07875547
2021-03-31;99.94918118;0.02795867;0.47273207;-0.05081882
2021-04-30;100.23846188;0.28942778;1.20983555;0.23846188
2021-05-31;100.22344407;-0.01498208;1.34180593;0.22344407
2021-06-30;100.76192321;0.53727862;1.90803363;0.76192321
2021-07-31;100.55491276;-0.20544512;1.43977973;0.55491276
2021-08-31;100.83323018;0.27678152;1.72465700;0.83323018
2021-09-30;101.46746807;0.62899690;2.08635762;1.46746807
2021-10-31;101.96356227;0.48891946;2.50391997;1.96356227
2021-11-30;102.80237964;0.82266385;3.34564334;2.80237964
2021-12-31;103.29890791;0.48299297;3.29890791;3.29890791
2022-01-31;103.68120989;0.37009295;3.49808425;0.37009295
2022-02-28;104.81470219;1.09324756;4.89731456;1.46738655
2022-03-31;105.73941222;0.88223313;5.79317506;2.36256545
2022-04-30;107.40707737;1.57714623;7.15156174;3.97697279
2022-05-31;108.95706261;1.44309414;8.71414729;5.47745839
2022-06-30;110.89414488;1.77784003;10.05560568;7.35267887
2022-07-31;112.09870001;1.08622068;11.48008281;8.51876586
2022-08-31;113.06276989;0.86001879;12.12848154;9.45204763
2022-09-30;111.98472590;-0.95349158;10.36515253;8.40843157
2022-10-31;111.13151259;-0.76190150;8.99139861;7.58246610
2022-11-30;111.28875462;0.14149185;8.25503749;7.73468652
2022-12-31;111.43592172;0.13223897;7.87715376;7.87715376
2023-01-31;111.61473726;0.16046490;7.65184683;0.16046490
2023-02-28;110.66316430;-0.85255136;5.57981084;-0.69345451
2023-03-31;110.41034163;-0.22846145;4.41739680;-0.92033168
2023-04-30;110.03083679;-0.34372219;2.44281800;-1.26089048
2023-05-31;109.91499051;-0.10528528;0.87917926;-1.36484823
2023-06-30;109.74253053;-0.15690306;-1.03848075;-1.51960980
2023-07-31;109.53713196;-0.18716405;-2.28510059;-1.70392970
2023-08-31;109.35645600;-0.16494494;-3.27810286;-1.86606410
2023-09-30;109.48174312;0.11456765;-2.23511087;-1.75363435
2023-10-31;109.71020555;0.20867628;-1.27894151;-1.54861749
2023-11-30;109.45814135;-0.22975456;-1.64492206;-1.77481403
2023-12-31;109.46875206;0.00969385;-1.76529222;-1.76529223
2024-01-31;109.52906635;0.05509727;-1.86863398;0.05509726
2024-02-29;109.41111460;-0.10768991;-1.13140602;-0.05265197
2024-03-31;109.10052736;-0.28387174;-1.18631484;-0.33637426
2024-04-30;109.45778192;0.32745448;-0.52081297;-0.01002126
2024-05-31;109.54703269;0.08153899;-0.33476582;0.07150957
2024-06-30;109.70548476;0.14464296;-0.03375699;0.21625596
2024-07-31;109.57204643;-0.12163323;0.03187455;0.09435969
2024-08-31;109.69819957;0.11513259;0.31250425;0.20960092
2024-09-30;109.33301018;-0.33290372;-0.13585182;-0.12400057
2024-10-31;108.84745042;-0.44411085;-0.78639460;-0.56756072
2024-11-30;109.35763409;0.46871440;-0.09182255;-0.10150656
2024-12-31;110.39017167;0.94418427;0.84171930;0.84171930
2025-01-31;110.78919062;0.36146239;1.15049303;0.36146239
2025-02-28;110.77496945;-0.01283624;1.24654141;0.34857975
2025-03-31;110.42346320;-0.31731559;1.21258428;0.03015806
2025-04-30;109.86484411;-0.50588804;0.37188968;-0.47588254
2025-05-31;109.42048380;-0.40446088;-0.11552014;-0.87841866
2025-06-30;109.46943792;0.04473945;-0.21516412;-0.83407221
2025-07-31;108.90566338;-0.51500633;-0.60816885;-1.34478302
2025-08-31;108.67161103;-0.21491293;-0.93582989;-1.55680583
2025-09-30;108.23614574;-0.40071670;-1.00323264;-1.95128415
2025-10-31;108.43639759;0.18501384;-0.37764121;-1.76988046
2025-11-30;108.94650160;0.47041770;-0.37595225;-1.30778859
2025-12-31;109.03593010;0.08208478;-1.22677730;-1.22677730
2026-01-31;107.98540252;-0.96346918;-2.53074157;-0.96346918
2026-02-28;107.75056811;-0.21746866;-2.73022087;-1.17884260
2026-03-31;108.11216613;0.33558804;-2.09312134;-0.84721061
2026-04-30;108.06418002;-0.04438549;-1.63898115;-0.89122006
2026-05-31;108.35504212;0.26915681;-0.97371319;-0.62446203
2026-06-30;109.12094315;0.70684392;-0.31834892;0.07796792
